Kingdom	Phylum	Class	Order	Family	Genus	ASV_names	prASH01E	prASH01R	prASH02E	prASH02R	prASH03E	prASH03R	prASH04E	prASH04R	prASH05E	prASH05R	prASH06E	prASH06R	prASH07E	prASH07R	prASH08E	prASH08R	prASH09E	prASH09R	prASH10E	prASH10R	prASH11E	prASH11R	prASH12E	prASH12R	prBSD01E	prBSD01R	prBSD02E	prBSD02R	prBSD03E	prBSD03R	prBSD04E	prBSD04R	prBSD05E	prBSD05R	prBSD06E	prBSD06R	prBSD07E	prBSD07R	prBSD08E	prBSD08R	prBSD09E	prBSD09R	prBSD10E	prBSD10R	prBSD11E	prBSD11R	prBSD12E	prBSD12R	prNSD01E	prNSD01R	prNSD02E	prNSD02R	prNSD03E	prNSD03R	prNSD04E	prNSD04R	prNSD05E	prNSD05R	prNSD06E	prNSD06R	prNSD07E	prNSD07R	prNSD08E	prNSD08R	prNSD09E	prNSD09R	prNSD10E	prNSD10R	prNSD11E	prNSD11R	prNSD12E	prNSD12R	prNSH01E	prNSH01R	prNSH02E	prNSH02R	prNSH03E	prNSH03R	prNSH04E	prNSH04R	prNSH05E	prNSH05R	prNSH06E	prNSH06R	prNSH07E	prNSH07R	prNSH08E	prNSH08R	prNSH09E	prNSH09R	prNSH10E	prNSH10R	prNSH11E	prNSH11R	prNSH12E	prNSH12R	vASH01E	vASH01R	vASH02E	vASH02R	vASH03E	vASH03R	vASH04E	vASH04R	vASH05E	vASH05R	vASH06E	vASH06R	vASH07E	vASH07R	vASH08E	vASH08R	vASH09E	vASH09R	vASH10E	vASH10R	vASH11E	vASH11R	vASH12E	vASH12R	vBSD01E	vBSD01R	vBSD02E	vBSD02R	vBSD03E	vBSD03R	vBSD04E	vBSD04R	vBSD05E	vBSD05R	vBSD06E	vBSD06R	vBSD07E	vBSD07R	vBSD08E	vBSD08R	vBSD09E	vBSD09R	vBSD10E	vBSD10R	vBSD11E	vBSD11R	vBSD12E	vBSD12R	vNSD01E	vNSD01R	vNSD02E	vNSD02R	vNSD03E	vNSD03R	vNSD04E	vNSD04R	vNSD05E	vNSD05R	vNSD06E	vNSD06R	vNSD07E	vNSD07R	vNSD08E	vNSD08R	vNSD09E	vNSD09R	vNSD10E	vNSD10R	vNSD11E	vNSD11R	vNSD12E	vNSD12R	vNSH01E	vNSH01R	vNSH02E	vNSH02R	vNSH03E	vNSH03R	vNSH04E	vNSH04R	vNSH05E	vNSH05R	vNSH06E	vNSH06R	vNSH07E	vNSH07R	vNSH08E	vNSH08R	vNSH09E	vNSH09R	vNSH10E	vNSH10R	vNSH11E	vNSH11R	vNSH12E	vNSH12R
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Xenopolyscytalum	f_ASV00021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	33	1359	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7418	63
Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	f_ASV00022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	9403	0	3565	0	757	21	4437	0	2376	0	4182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	128	5473	0	126	0	1171	0	0
Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	f_ASV00023	0	8	43	0	32	15	37	0	0	0	34649	50	0	0	5	0	16	0	11	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	3	0	0	0	8890	0	0	0	0	0	0	0	2917	0	0	0	0	0	393	0	0	8	12679	0	0	0	17	0	36	0	78	2	215	11	0	0	0	0	26	0	0	0	0	0	0	0	0	0	51	0	203	0	141	0	199	0	0	0	103	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	204	0	0	0	0	0	5164	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4898	11	26	0	0	0	0	0	0	0	0	0	0	0	11	0	869	0	133	0	0	0	0	13	0	0	0	0	0	0	21	0
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	f_ASV00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	17	0	0	0	42	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Basidiomycota	Agaricomycetes	unclassified	unclassified	unclassified	f_ASV00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	23	0	1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4200	303	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	23	0	15	0	0	0	0	10	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2932	0	0	0	3799	0	0	0	0	0	15055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3450	0	10590	1852	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	94	0	0	0	0	0	0	0
Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	f_ASV00026	0	0	0	0	0	0	0	0	0	0	0	34	0	0	12806	2826	0	2	0	1027	75	200	1077	479	5	311	63	6884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	1256	8	2423	337	1612	12	594	25	1978	16	1551	9	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	0	0	0	0	0	234	0	1044	0	8873	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1372	0	2100	0	0	0	1056	0
Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	f_ASV00027	68	1881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	1220	464	4785	99	8364	0	0	0	0	0	0	29	0	61	9100	907	4009	2508	15288	35	4665	387	2038	0	311	0	2	0	16	0	856	34	1275	50	519	0	0	0	0	0	0	0	0	0	0	0	51	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2647	0	739	0	0	0	0	0	0	0	0	0	2571	0	1020	0	821	0	8207	0	18008	0	288	0	0	0	0	0	3	0	0	0	0	0	0	0	6898	0	0	0	0	0	32	0	0	0
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	f_ASV00028	0	16	0	0	0	0	0	29	0	9	0	35	0	10	0	7	0	0	0	18	0	0	0	29	0	160	32	1726	27	2374	0	31	0	408	11	364	0	171	0	57	0	112	0	0	0	369	0	1736	0	98	0	30	0	29	0	22	50	248	8	186	12	266	0	63	0	0	0	15	0	145	0	236	0	0	0	68	0	38	0	342	0	37	0	362	0	45	0	11	12	987	0	901	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1024	56	1189	0	1055	29	164	58	309	0	130	0	0	59	528	0	640	0	415	0	114	0	0	0	0	0	0	0	15	0	0	13	475	0	0	0	66	0	0	0	75	0	1694	0	281	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	2012	0	79	0	295
Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	f_ASV00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	1146	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	26	0	0	0	12	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	5670	52	2202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	f_ASV00030	0	0	5423	0	0	0	2123	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	6801	0	0	0	316	0	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	f_ASV00031	0	0	0	0	0	0	3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6873	0	11619	6	5751	0	0	0	0	0	0	0	0	0	0	0	107	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3277	0	0	0	52	0	2207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	f_ASV00032	0	0	0	0	0	0	0	24	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	202	0	11	0	0	0	19	0	1924	0	1457	0	685	0	100	0	8411	0	4512	0	3498	0	34	0	12	0	0	0	0	0	0	0	0	0	0	0	5282	0	5496	0	0	0	748	0	1389	0	0	0	0	0	1085	0	516	0	8699	0	5	0	0	0	0	0	1204	0	2806	0	60	0	68	0	0	0	201	0	0	0	335	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	75	21	10916	0	0	0	3441	0	0	0	10407	0	1450	0	0	0	0	0	0	0	11	0	0	0	0	0	460	0	0	0	5091	0	1454	0	0	2	512	0	27	0	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	2837	0	1550	0	0	0	0
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	f_ASV00033	0	0	5	0	0	0	2780	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	225	0	9071	0	0	0	4	0	725	0	0	0	565	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8123	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2338	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6126	5	4779	0	0	0	0	0	0	0	1994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27569	0	11423	0	0	35	4672	0	0	0	1953	0	0	0	5215	0	1967	0	0	0	0	0	0	0	0	0	2588	0	0	0
Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Oncopodiella	f_ASV00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	f_ASV00035	0	103	0	0	0	1039	0	1778	0	743	0	744	21	768	0	197	0	0	0	151	0	82	0	48	0	0	0	0	0	0	9	2968	0	0	0	0	0	0	0	965	3	341	0	615	0	0	0	0	0	163	0	5231	0	0	0	180	0	1341	0	3239	0	0	0	0	0	0	0	11888	0	0	0	0	0	0	0	0	0	0	0	0	0	2025	0	5330	0	0	0	0	0	160	0	1954	0	0	0	3151	0	0	0	530	0	1173	0	0	0	3750	0	1777	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6067	0	0	0	0	0	0	0	179	0	6083	0	0	0	0	0	0	0	1484	0	4096	0	0	0	1822	50	3604	0	840	0	0	0	0	0	1399	124	7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2895	0	1396	0	4326	0	2469	0	675	16	3192
Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	f_ASV00036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	465	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	0	0	0
Fungi	Ascomycota	Dothideomycetes	Pleosporales	unclassified	unclassified	f_ASV00037	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	14099	0	9730	114	0	0	239	0	0	0	15077	181	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	1158	2822	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5861	1376	0	0	0	0
Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	f_ASV00038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	f_ASV00039	0	308	0	6	0	18	0	108	0	12	2	11987	0	0	0	0	0	0	194	7882	0	109	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1130	0	0	0	0	0	73	21	429	0	0	0	0	0	0	0	0	0	10	0	0	21	413	0	156	0	611	22	245	0	194	1788	11834	0	0	0	0	0	96	0	3087	11	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	4	27511	0	0	0	0	0	0	2	453	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	19	61	0	0	0	28	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	42	8	0	0	0	0	9	96
Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	f_ASV00040	0	0	0	167	0	70	0	223	0	0	0	0	0	63	0	82	0	108	0	0	0	72	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	52	0	0	0	0	0	0	0	0	0	139	0	0	4	156	5	2066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	f_ASV00041	0	89	0	3188	0	784	0	0	0	589	0	62	0	349	0	0	0	0	0	27	0	0	0	0	0	0	0	2730	0	0	0	0	0	0	0	0	0	0	0	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	1261	0	0	0	0	0	10742	0	0	0	21	0	1057	0	0	0	495	0	1939	0	1246	0	10209	0	5073	0	0	0	0	0	0	0	881	4	2805	0	1372	0	4864	0	1204	0	0	0	131	0	1224	0	2958	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3438	0	0	0	0	36	0	0	0	0	0	123	7070	0	0	0	1270	0	1004	0	0	0	170	0	4687	0	2338	0	0	0	714	0	1928	0	0	0	0	0	906	0	3368
Fungi	Basidiomycota	Agaricomycetes	Agaricales	unclassified	unclassified	f_ASV00042	0	0	0	0	118	39	0	0	513	0	0	0	0	0	0	0	1522	23	0	0	0	0	558	14	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1149	0	2486	0	819	0	0	0	0	0	0	0	0	0	0	0	0	0	1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	f_ASV00043	0	455	5	859	0	769	0	901	3	1620	10	730	0	202	0	306	0	45	27	398	0	102	0	124	8	288	0	115	0	46	0	56	0	45	0	147	0	220	0	188	0	53	0	72	0	26	0	330	0	1219	0	694	0	998	3	145	0	776	0	94	0	594	0	409	0	68	0	88	0	725	0	1202	0	139	0	1044	0	267	0	780	0	825	0	289	0	54	0	408	0	150	9	973	89	229	0	542	0	356	0	492	18	804	0	0	10	395	5	0	0	0	0	45	0	41	0	0	6	232	0	0	0	27	0	615	34	0	0	27	0	221	0	0	0	767	0	269	0	0	0	864	0	0	0	0	0	0	0	0	0	978	116	487	0	0	0	309	0	0	0	209	0	0	0	0	0	321	0	894	0	304	23	0	0	0	0	0	0	0	0	45	0	0	0	0	0	286	0	426	0	0	0	0
Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	f_ASV00044	19	419	28	1368	0	713	0	1063	0	425	36	1354	0	112	11	23	0	75	0	400	0	44	0	279	0	41	0	1657	0	167	0	1066	0	78	22	100	0	654	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	78	0	0	0	0	0	0	0	0	0	0	0	0	12	441	0	0	0	280	0	260	24	1036	0	525	0	40	0	40	0	135	0	177	32	87	57	227	0	877	13	471	21	157	213	303	0	257	0	51	0	0	0	68	0	146	0	134	12	855	0	56	0	173	56	645	0	0	0	1911	264	134	0	816	0	0	0	185	0	50	0	159	0	0	0	121	0	0	0	0	0	0	0	0	0	560	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	1156	0	0	0	115	0	0	0	224	0	145	0	0	0	261	18	640
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Xenopolyscytalum	f_ASV00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1968	0	585	0	1325	21	10704	9	175	0	501	70	0	0	310	0	9	0	0	0	0	0	0	0	46	0	0	0	83	27	100	170	0	0	86	185	1063	5	2092	0	970	48	4132	0	0	0	0	0	0	0	0	8	219	0	0	0	4309	26	0	0	0	0	0	274	115	16	9	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664	6	104	0	291	47	16	6	2148	0	12082	20	0	0	0	0	0	0	3599	0	5216	12	0	0	0	54	13	0	0	0	0	47	0	5	0	15	0	0	849	7	576	43	278	10	0	0	17	0	1805	31	0	0	0	0	143	0	0	0	0	0	0	0	21	0	200	41	54	15	476	0	29	0
Fungi	Ascomycota	Leotiomycetes	Helotiales	unclassified	unclassified	f_ASV00046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	229	24	833	0	403	122	384	0	0	10	596	194	0	0	0	0	24	35	224	75	0	54	0	0	0	50	25	21	154	58	211	20	199	12	820	78	160	24	306	67	408	66	0	11	74	103	1128	246	0	69	12	30	159	19	0	14	0	0	53	5	5	7	72	0	0	11	15	56	15	260	0	0	0	0	7	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	1669	0	5880	43	4946	88	0	0	3107	274	2862	76	0	0	0	0	54	0	327	0	732	92	144	8	0	47	43	90	42	109	153	19	965	0	2269	25	1461	86	417	26	33	26	47	25	336	0	199	166	968	53	0	24	357	8	463	14	286	0	0	18	1398	10	1259	0	170	0	801	73	165	8	0	0
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	f_ASV00047	0	0	0	0	0	0	0	0	0	0	0	0	119	24175	0	14	0	6	0	0	0	0	7	10449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1904	20393	0	0	0	0	0	0	0	0	11	10037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Leotiomycetes	unclassified	unclassified	unclassified	f_ASV00048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762	0	660	0	0	0	459	0	0	0	0	0	0	0	0	0	155	0	0	0	2213	0	974	0	172	0	1264	0	206	0	121	0	0	0	2650	0	7929	0	1102	0	56	0	0	0	1503	0	288	0	1406	0	0	0	0	0	0	0	562	0	0	0	3595	0	58	2	426	0	370	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	4250	0	0	0	581	0	40	0	0	0	0	0	332	0	0	0	0	0	3421	0	882	0	1354	2	600	0	0	0	329	0	565	0	682	0	0	55	0	0	954	0	0	0	631	0	0	0	74	0	148	0	125	0	169
